id,type,x,y,tw_start,tw_end,service_time,pair_id,round,group_id,line_id
0,depot,2100,2800,1,13000,0,0,0,0,
1,depot,2400,7700,1,13000,0,0,0,1,
2,depot,2500,12500,1,13000,0,0,0,2,
3,depot,7000,8000,1,13000,0,0,0,3,
4,depot,8000,2000,1,13000,0,0,0,4,
5,depot,12600,2600,1,13000,0,0,0,5,
6,depot,12100,9500,1,13000,0,0,0,6,
7,depot,10000,12400,1,13000,0,0,0,7,
8,point,6000,6000,1,3000,600,0,1,8,
9,point,6000,6000,3001,6000,600,0,2,8,
10,point,6000,6000,6001,9000,600,0,3,8,
11,point,5000,11000,2000,5000,600,0,1,9,
12,point,5000,11000,5001,8000,600,0,2,9,
13,point,5000,11000,8001,11000,600,0,3,9,
14,point,8000,14000,3000,6000,600,0,1,10,
15,point,8000,14000,6001,9000,600,0,2,10,
16,point,8000,14000,9001,12000,600,0,3,10,
17,point,11000,4000,1000,4000,600,0,1,11,
18,point,11000,4000,4001,7000,600,0,2,11,
19,point,11000,4000,7001,10000,600,0,3,11,
20,line,3700,1100,1,3000,0,21,1,12,0
21,line,6100,3100,1,3000,0,20,1,13,0
22,line,3700,1100,3001,6000,0,23,2,12,0
23,line,6100,3100,3001,6000,0,22,2,13,0
24,line,3700,1100,6001,9000,0,25,3,12,0
25,line,6100,3100,6001,9000,0,24,3,13,0
26,line,2100,9000,2000,5000,0,27,1,14,1
27,line,3200,11500,2000,5000,0,26,1,15,1
28,line,2100,9000,5001,8000,0,29,2,14,1
29,line,3200,11500,5001,8000,0,28,2,15,1
30,line,2100,9000,8001,11000,0,31,3,14,1
31,line,3200,11500,8001,11000,0,30,3,15,1
32,line,9800,10700,1000,5000,0,33,1,16,2
33,line,11300,7600,1000,5000,0,32,1,17,2
34,line,9800,10700,5001,9000,0,35,2,16,2
35,line,11300,7600,5001,9000,0,34,2,17,2
36,line,9800,10700,9001,13000,0,37,3,16,2
37,line,11300,7600,9001,13000,0,36,3,17,2
