id,type,x,y,tw_start,tw_end,service_time,pair_id,round,group_id,line_id
0,depot,9425,2834,1,25000,0,0,0,0,
1,depot,1067,3901,1,25000,0,0,0,1,
2,depot,7614,5077,1,25000,0,0,0,2,
3,depot,5828,2803,1,25000,0,0,0,3,
4,point,8323,3065,1,5000,600,0,1,4,
5,point,8323,3065,5001,10000,600,0,2,4,
6,point,2011,495,1,5000,600,0,1,5,
7,point,2011,495,5001,10000,600,0,2,5,
8,line,5615,9668,15000,20000,0,9,1,6,0
9,line,5166,8499,15000,20000,0,8,1,7,0
10,line,5615,9668,20001,25000,0,11,2,6,0
11,line,5166,8499,20001,25000,0,10,2,7,0
12,line,5020,5613,15000,20000,0,13,1,8,1
13,line,5874,4996,15000,20000,0,12,1,9,1
14,line,5020,5613,20001,25000,0,15,2,8,1
15,line,5874,4996,20001,25000,0,14,2,9,1
